date,season,city,venue,team1,team2,toss_winner,toss_decision,team1_runs,team1_wickets,team2_runs,team2_wickets,winner,result_type,win_by_runs,win_by_wickets,player_of_match,match_referee,umpire1,umpire2,tv_umpire,reserve_umpire,overs_limit,team1_players,team2_players
2013-04-10,2013,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,138,10,139,0,Chennai Super Kings,complete,0,10,MEK Hussey,AJ Pycroft,Aleem Dar,C Shamshuddin,S Das,Nitin Menon,20,"Mandeep Singh, AC Gilchrist, M Vohra, DJ Hussey, Gurkeerat Singh, Azhar Mahmood, R Sathish, PP Chawla, RJ Harris, P Kumar, P Awana","M Vijay, MEK Hussey, SK Raina, S Badrinath, MS Dhoni, RA Jadeja, DJ Bravo, R Ashwin, DP Nannes, CH Morris, AS Rajpoot"
2013-04-11,2013,Pune,Subrata Roy Sahara Stadium,Pune Warriors,Rajasthan Royals,Rajasthan Royals,bat,148,3,145,5,Pune Warriors,complete,0,7,AJ Finch,RS Madugalle,M Erasmus,K Srinath,VA Kulkarni,PG Pathak,20,"RV Uthappa, AJ Finch, LRPL Taylor, Yuvraj Singh, AD Mathews, TL Suman, AM Nayar, MR Marsh, B Kumar, R Sharma, AB Dinda","MDKJ Perera, AM Rahane, R Dravid, STR Binny, BJ Hodge, DH Yagnik, JP Faulkner, KK Cooper, S Sreesanth, Harmeet Singh, SK Trivedi"
2013-04-11,2013,Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,158,2,154,8,Royal Challengers Bangalore,complete,0,8,CH Gayle,DC Boon,Asad Rauf,AK Chaudhary,S Asnani,KN Ananthapadmanabhan,20,"CH Gayle, MA Agarwal, V Kohli, AB de Villiers, MC Henriques, KB Arun Karthik, KL Rahul, R Vinay Kumar, RP Singh, JD Unadkat, M Muralitharan","MS Bisla, G Gambhir, JH Kallis, YK Pathan, MK Tiwary, EJG Morgan, R Bhatia, R McLaren, PJ Sangwan, SP Narine, L Balaji"
2013-04-12,2013,Delhi,Feroz Shah Kotla,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,114,8,115,7,Sunrisers Hyderabad,complete,0,3,A Mishra,AJ Pycroft,Aleem Dar,Subroto Das,C Shamshuddin,K Bharatan,20,"DA Warner, V Sehwag, DPMD Jayawardene, MC Juneja, J Botha, IK Pathan, KM Jadhav, M Morkel, S Nadeem, UT Yadav, S Kaul","PA Reddy, PA Patel, KC Sangakkara, GH Vihari, CL White, NLTC Perera, A Ashish Reddy, A Mishra, DW Steyn, I Sharma, Anand Rajan"
2013-04-13,2013,Mumbai,Wankhede Stadium,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,183,3,142,8,Mumbai Indians,complete,41,0,RG Sharma,DC Boon,S Ravi,SJA Taufel,CK Nandan,RM Deshpande,20,"RT Ponting, SR Tendulkar, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, R Dhawan, MG Johnson, PP Ojha, SL Malinga","AJ Finch, RV Uthappa, LRPL Taylor, Yuvraj Singh, TL Suman, AD Mathews, MR Marsh, AM Nayar, B Kumar, R Sharma, AB Dinda"
2013-04-13,2013,Chennai,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,166,6,165,6,Chennai Super Kings,complete,0,4,RA Jadeja,J Srinath,Asad Rauf,AK Chaudhary,S Asnani,K Srinivasan,20,"MEK Hussey, M Vijay, SK Raina, S Badrinath, MS Dhoni, RA Jadeja, DJ Bravo, CH Morris, R Ashwin, DP Nannes, MM Sharma","CH Gayle, MA Agarwal, V Kohli, AB de Villiers, DT Christian, R Rampaul, KB Arun Karthik, J Syed Mohammad, R Vinay Kumar, M Kartik, RP Singh"
2013-04-14,2013,Kolkata,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,180,4,132,7,Kolkata Knight Riders,complete,48,0,G Gambhir,RS Madugalle,M Erasmus,VA Kulkarni,K Srinath,AS Pathania,20,"MS Bisla, G Gambhir, JH Kallis, EJG Morgan, YK Pathan, MK Tiwary, R Bhatia, LR Shukla, SMSM Senanayake, SP Narine, L Balaji","PA Patel, CL White, KC Sangakkara, DB Ravi Teja, NLTC Perera, A Ashish Reddy, KV Sharma, GH Vihari, A Mishra, DW Steyn, I Sharma"
2013-04-14,2013,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,field,126,4,124,10,Rajasthan Royals,complete,0,6,JP Faulkner,AJ Pycroft,Aleem Dar,C Shamshuddin,S Das,Tapan Sharma,20,"SR Watson, AM Rahane, R Dravid, STR Binny, BJ Hodge, SV Samson, JP Faulkner, KK Cooper, SK Trivedi, A Chandila, S Sreesanth","Mandeep Singh, AC Gilchrist, M Vohra, DJ Hussey, Gurkeerat Singh, R Sathish, Azhar Mahmood, PP Chawla, RJ Harris, P Kumar, P Awana"
2013-04-15,2013,Chennai,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Pune Warriors,Pune Warriors,bat,135,8,159,5,Pune Warriors,complete,24,0,SPD Smith,RR Jadeja,Asad Rauf,AK Chaudhary,S Asnani,K Srinivasan,20,"S Anirudha, M Vijay, SK Raina, S Badrinath, RA Jadeja, MS Dhoni, DJ Bravo, JA Morkel, CH Morris, R Ashwin, DP Nannes","RV Uthappa, AJ Finch, LRPL Taylor, SPD Smith, MR Marsh, MK Pandey, AM Nayar, TL Suman, B Kumar, R Sharma, AB Dinda"
2013-04-16,2013,Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,167,7,163,7,None,tie,0,0,V Kohli,RS Madugalle,M Erasmus,VA Kulkarni,K Srinath,KN Ananthapadmanabhan,20,"CH Gayle, KL Rahul, V Kohli, AB de Villiers, AB McDonald, KB Arun Karthik, J Syed Mohammad, R Vinay Kumar, R Rampaul, RP Singh, JD Unadkat","DA Warner, V Sehwag, MC Juneja, DPMD Jayawardene, BJ Rohrer, KM Jadhav, IK Pathan, M Morkel, S Nadeem, A Nehra, UT Yadav"
2013-04-16,2013,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,157,9,153,9,Kings XI Punjab,complete,4,0,MS Gony,RS Mahanama,CK Nandan,SJA Taufel,HDPK Dharmasena,Unknown,20,"AC Gilchrist, Mandeep Singh, M Vohra, DJ Hussey, DA Miller, Azhar Mahmood, Gurkeerat Singh, MS Gony, PP Chawla, P Kumar, P Awana","MS Bisla, G Gambhir, JH Kallis, EJG Morgan, MK Tiwary, YK Pathan, DB Das, R Bhatia, SMSM Senanayake, SP Narine, L Balaji"
2013-04-17,2013,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,179,3,92,10,Rajasthan Royals,complete,87,0,AM Rahane,AJ Pycroft,Aleem Dar,C Shamshuddin,S Das,Tapan Sharma,20,"SR Watson, AM Rahane, DH Yagnik, STR Binny, BJ Hodge, R Dravid, JP Faulkner, KK Cooper, AA Chavan, A Chandila, SK Trivedi","SR Tendulkar, RT Ponting, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, R Dhawan, Harbhajan Singh, MG Johnson, SL Malinga, PP Ojha"
2013-04-17,2013,Pune,Maharashtra Cricket Association Stadium,Pune Warriors,Sunrisers Hyderabad,Pune Warriors,field,108,10,119,8,Sunrisers Hyderabad,complete,11,0,A Mishra,J Srinath,Asad Rauf,AK Chaudhary,S Asnani,PG Pathak,20,"RV Uthappa, AJ Finch, TL Suman, SPD Smith, AD Mathews, MR Marsh, AM Nayar, MK Pandey, B Kumar, R Sharma, AB Dinda","PA Patel, Q de Kock, GH Vihari, CL White, BB Samantray, KV Sharma, NLTC Perera, A Mishra, A Ashish Reddy, DW Steyn, I Sharma"
2013-04-18,2013,Delhi,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,bat,83,10,169,4,Chennai Super Kings,complete,86,0,MEK Hussey,RS Madugalle,M Erasmus,VA Kulkarni,K Srinath,K Bharatan,20,"DA Warner, V Sehwag, MC Juneja, DPMD Jayawardene, BMAJ Mendis, KM Jadhav, IK Pathan, AB Agarkar, M Morkel, S Nadeem, UT Yadav","MEK Hussey, M Vijay, SK Raina, MS Dhoni, DJ Bravo, S Badrinath, RA Jadeja, JA Morkel, CH Morris, R Ashwin, MM Sharma"
2013-04-19,2013,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,bat,127,5,123,9,Sunrisers Hyderabad,complete,0,5,GH Vihari,RS Mahanama,HDPK Dharmasena,CK Nandan,Unknown,A Nand Kishore,20,"Q de Kock, PA Reddy, GH Vihari, CL White, BB Samantray, NLTC Perera, A Ashish Reddy, KV Sharma, A Mishra, DW Steyn, I Sharma","Mandeep Singh, AC Gilchrist, PC Valthaty, DJ Hussey, PP Chawla, Gurkeerat Singh, Azhar Mahmood, MS Gony, M Vohra, AD Mascarenhas, P Kumar"
2013-04-20,2013,Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,123,3,117,10,Royal Challengers Bangalore,complete,0,7,R Vinay Kumar,AJ Pycroft,Aleem Dar,C Shamshuddin,S Das,KN Ananthapadmanabhan,20,"TM Dilshan, CH Gayle, V Kohli, AB de Villiers, SS Tiwary, KB Arun Karthik, R Rampaul, R Vinay Kumar, M Kartik, RP Singh, JD Unadkat","SR Watson, AM Rahane, R Dravid, STR Binny, BJ Hodge, DH Yagnik, JP Faulkner, A Chandila, S Sreesanth, SW Tait, SK Trivedi"
2013-04-20,2013,Kolkata,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,119,9,124,6,Chennai Super Kings,complete,0,4,RA Jadeja,Raju Mukherjee,Asad Rauf,AK Chaudhary,S Asnani,AS Pathania,20,"G Gambhir, YK Pathan, JH Kallis, EJG Morgan, MK Tiwary, DB Das, R Bhatia, LR Shukla, SMSM Senanayake, SP Narine, L Balaji","MEK Hussey, R Ashwin, M Vijay, SK Raina, MS Dhoni, S Badrinath, RA Jadeja, DJ Bravo, JA Morkel, CH Morris, MM Sharma"
2013-04-21,2013,Chandigarh,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Pune Warriors,Kings XI Punjab,field,186,3,185,4,Kings XI Punjab,complete,0,7,DA Miller,RS Madugalle,M Erasmus,K Srinath,VA Kulkarni,Nitin Menon,20,"AC Gilchrist, Mandeep Singh, Azhar Mahmood, M Vohra, DA Miller, DJ Hussey, Gurkeerat Singh, PP Chawla, MS Gony, P Kumar, P Awana","RV Uthappa, AJ Finch, Yuvraj Singh, SPD Smith, LJ Wright, AM Nayar, M Manhas, B Kumar, R Sharma, AB Dinda, BAW Mendis"
2013-04-21,2013,Delhi,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,165,1,161,4,Delhi Daredevils,complete,0,9,V Sehwag,RS Mahanama,HDPK Dharmasena,S Ravi,CK Nandan,K Bharatan,20,"DPMD Jayawardene, V Sehwag, DA Warner, Y Venugopal Rao, KM Jadhav, RE van der Merwe, IK Pathan, AD Russell, AB Agarkar, S Nadeem, UT Yadav","DR Smith, SR Tendulkar, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, RT Ponting, Harbhajan Singh, JJ Bumrah, MM Patel, SL Malinga"
2013-04-22,2013,Chennai,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,186,5,185,4,Chennai Super Kings,complete,0,5,MEK Hussey,RR Jadeja,S Asnani,AK Chaudhary,Asad Rauf,K Srinivasan,20,"M Vijay, MEK Hussey, SK Raina, MS Dhoni, RA Jadeja, DJ Bravo, CH Morris, S Badrinath, R Ashwin, JO Holder, MM Sharma","SR Watson, AM Rahane, DH Yagnik, R Dravid, STR Binny, BJ Hodge, JP Faulkner, KK Cooper, R Shukla, A Chandila, SK Trivedi"
2013-04-23,2013,Delhi,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,120,7,121,5,Kings XI Punjab,complete,0,5,Harmeet Singh,RS Madugalle,VA Kulkarni,K Srinath,M Erasmus,K Bharatan,20,"DPMD Jayawardene, V Sehwag, RE van der Merwe, DA Warner, MC Juneja, KM Jadhav, J Botha, IK Pathan, AB Agarkar, A Nehra, UT Yadav","AC Gilchrist, Mandeep Singh, LA Pomersbach, DA Miller, M Vohra, DJ Hussey, PP Chawla, P Kumar, Harmeet Singh, BA Bhatt, P Awana"
2013-04-23,2013,Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,263,5,133,9,Royal Challengers Bangalore,complete,130,0,CH Gayle,AJ Pycroft,Aleem Dar,C Shamshuddin,S Das,KN Ananthapadmanabhan,20,"CH Gayle, TM Dilshan, V Kohli, AB de Villiers, SS Tiwary, R Rampaul, KB Arun Karthik, R Vinay Kumar, M Kartik, RP Singh, JD Unadkat","RV Uthappa, AJ Finch, Yuvraj Singh, LJ Wright, SPD Smith, MR Marsh, M Manhas, B Kumar, AG Murtaza, IC Pandey, AB Dinda"
2013-04-24,2013,Kolkata,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,159,6,162,5,Mumbai Indians,complete,0,5,DR Smith,RS Mahanama,HDPK Dharmasena,S Ravi,CK Nandan,AS Pathania,20,"YK Pathan, G Gambhir, JH Kallis, MK Tiwary, EJG Morgan, DB Das, R Bhatia, Iqbal Abdulla, SMSM Senanayake, SP Narine, L Balaji","DR Smith, SR Tendulkar, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, YS Chahal, PP Ojha, SL Malinga"
2013-04-25,2013,Chennai,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,160,5,159,6,Chennai Super Kings,complete,0,5,MS Dhoni,AJ Pycroft,Aleem Dar,S Das,C Shamshuddin,K Srinivasan,20,"MEK Hussey, M Vijay, SK Raina, MS Dhoni, DJ Bravo, RA Jadeja, CH Morris, S Badrinath, R Ashwin, JO Holder, MM Sharma","Q de Kock, S Dhawan, GH Vihari, CL White, A Mishra, X Thalaivan Sargunam, DJG Sammy, A Ashish Reddy, KV Sharma, DW Steyn, I Sharma"
2013-04-26,2013,Kolkata,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,150,4,149,6,Kolkata Knight Riders,complete,0,6,JH Kallis,RS Mahanama,CK Nandan,S Ravi,HDPK Dharmasena,AS Pathania,20,"MS Bisla, G Gambhir, YK Pathan, JH Kallis, EJG Morgan, SMSM Senanayake, DB Das, R Bhatia, SP Narine, S Ladda, L Balaji","AC Gilchrist, Mandeep Singh, M Vohra, DJ Hussey, DA Miller, Gurkeerat Singh, Azhar Mahmood, PP Chawla, P Kumar, Harmeet Singh, BA Bhatt"
2013-04-27,2013,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,146,2,144,9,Rajasthan Royals,complete,0,8,JP Faulkner,RS Madugalle,VA Kulkarni,K Srinath,M Erasmus,Tapan Sharma,20,"R Dravid, AM Rahane, SR Watson, STR Binny, BJ Hodge, DH Yagnik, Sachin Baby, JP Faulkner, KK Cooper, A Chandila, SK Trivedi","PA Reddy, S Dhawan, KC Sangakkara, GH Vihari, KV Sharma, NLTC Perera, DJG Sammy, A Mishra, A Ashish Reddy, DW Steyn, I Sharma"
2013-04-27,2013,Mumbai,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,194,7,136,7,Mumbai Indians,complete,58,0,DR Smith,J Srinath,Asad Rauf,S Asnani,AK Chaudhary,RM Deshpande,20,"DR Smith, SR Tendulkar, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, DS Kulkarni, PP Ojha","CH Gayle, TM Dilshan, V Kohli, AB de Villiers, SS Tiwary, KB Arun Karthik, J Syed Mohammad, R Rampaul, R Vinay Kumar, RP Singh, JD Unadkat"
2013-04-28,2013,Raipur,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Pune Warriors,Pune Warriors,field,164,5,149,4,Delhi Daredevils,complete,15,0,DA Warner,RS Mahanama,CK Nandan,S Ravi,HDPK Dharmasena,VK Sharma,20,"DPMD Jayawardene, V Sehwag, UBT Chand, DA Warner, BJ Rohrer, KM Jadhav, IK Pathan, S Nadeem, M Morkel, A Nehra, UT Yadav","RV Uthappa, AJ Finch, Yuvraj Singh, LJ Wright, SPD Smith, M Manhas, AM Nayar, B Kumar, AB Dinda, R Sharma, KW Richardson"
2013-04-28,2013,Chennai,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,200,3,186,4,Chennai Super Kings,complete,14,0,MEK Hussey,AJ Pycroft,Aleem Dar,SJA Taufel,C Shamshuddin,K Srinivasan,20,"WP Saha, MEK Hussey, SK Raina, MS Dhoni, RA Jadeja, S Badrinath, DJ Bravo, CH Morris, R Ashwin, DP Nannes, MM Sharma","MS Bisla, G Gambhir, BB McCullum, JH Kallis, EJG Morgan, YK Pathan, DB Das, R Bhatia, SP Narine, Mohammed Shami, L Balaji"
2013-04-29,2013,Mumbai,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,174,3,170,10,Mumbai Indians,complete,4,0,RG Sharma,J Srinath,Asad Rauf,AK Chaudhary,S Asnani,RM Deshpande,20,"DR Smith, SR Tendulkar, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, DS Kulkarni, PP Ojha","Mandeep Singh, SE Marsh, M Vohra, DJ Hussey, DA Miller, Gurkeerat Singh, Azhar Mahmood, MS Gony, PP Chawla, P Kumar, P Awana"
2013-04-29,2013,Jaipur,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,173,6,171,6,Rajasthan Royals,complete,0,4,SV Samson,RS Madugalle,M Erasmus,K Srinath,VA Kulkarni,Tapan Sharma,20,"R Dravid, AM Rahane, SV Samson, SR Watson, BJ Hodge, STR Binny, OA Shah, JP Faulkner, A Chandila, SK Trivedi, S Sreesanth","A Mukund, CH Gayle, V Kohli, AB de Villiers, MC Henriques, SS Tiwary, R Rampaul, R Vinay Kumar, M Kartik, RP Singh, JD Unadkat"
2013-04-30,2013,Pune,Subrata Roy Sahara Stadium,Pune Warriors,Chennai Super Kings,Chennai Super Kings,bat,127,9,164,3,Chennai Super Kings,complete,37,0,MS Dhoni,AJ Pycroft,S Das,SJA Taufel,Aleem Dar,PG Pathak,20,"RV Uthappa, AJ Finch, TL Suman, Yuvraj Singh, SPD Smith, LJ Wright, AM Nayar, KW Richardson, B Kumar, R Sharma, AB Dinda","MEK Hussey, WP Saha, SK Raina, S Badrinath, MS Dhoni, RA Jadeja, DJ Bravo, JA Morkel, CH Morris, R Ashwin, MM Sharma"
2013-05-01,2013,Raipur,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,137,3,136,7,Delhi Daredevils,complete,0,7,DA Warner,RS Mahanama,HDPK Dharmasena,CK Nandan,S Ravi,VK Sharma,20,"DPMD Jayawardene, V Sehwag, UBT Chand, DA Warner, BJ Rohrer, KM Jadhav, IK Pathan, S Nadeem, M Morkel, UT Yadav, A Nehra","MS Bisla, G Gambhir, YK Pathan, JH Kallis, EJG Morgan, DB Das, R Bhatia, S Narwal, B Lee, SP Narine, L Balaji"
2013-05-01,2013,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,130,3,129,4,Sunrisers Hyderabad,complete,0,7,I Sharma,J Srinath,Asad Rauf,S Asnani,AK Chaudhary,A Nand Kishore,20,"PA Reddy, S Dhawan, KC Sangakkara, GH Vihari, DJG Sammy, NLTC Perera, A Ashish Reddy, KV Sharma, A Mishra, DW Steyn, I Sharma","DR Smith, SR Tendulkar, KD Karthik, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, MG Johnson, SL Malinga, DS Kulkarni, PP Ojha"
2013-05-02,2013,Chennai,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,186,4,171,6,Chennai Super Kings,complete,15,0,SK Raina,Raju Mukherjee,M Erasmus,VA Kulkarni,NJ Llong,K Srinivasan,20,"WP Saha, MEK Hussey, SK Raina, MS Dhoni, JA Morkel, RA Jadeja, S Badrinath, DJ Bravo, CH Morris, R Ashwin, MM Sharma","LA Pomersbach, Mandeep Singh, SE Marsh, DJ Hussey, DA Miller, Gurkeerat Singh, R Sathish, MS Gony, PP Chawla, P Kumar, P Awana"
